거래일자,지역,연료원, 발전량(MWh) 
2020-05-03,대구시,석탄,0
2020-05-03,대구시,유류,0
2020-05-03,대전시,LNG,107
2020-05-03,대전시,유류,0
2020-05-03,부산시,LNG,0
2020-05-03,부산시,석탄,0
2020-05-03,서울시,LNG,8483
2020-05-03,세종시,LNG,8730
2020-05-03,울산시,LNG,16078
2020-05-03,울산시,유류,0
2020-05-03,인천시,LNG,25617
2020-05-03,인천시,석탄,71437
2020-05-03,전라남도,LNG,24512
2020-05-03,전라남도,석탄,19228
2020-05-03,전라북도,LNG,0
2020-05-03,전라북도,석탄,18893
2020-05-03,전라북도,유류,288
2020-05-03,제주도,LNG,3181
2020-05-03,제주도,유류,217
2020-05-03,충청남도,LNG,8846
2020-05-03,충청남도,석탄,189389
2020-05-03,충청남도,유류,0
2020-05-03,충청북도,유류,0
2020-05-04,강원도,LNG,4912
2020-05-04,강원도,석탄,26982
2020-05-04,경기도,LNG,104938
2020-05-04,경기도,석탄,4420
2020-05-04,경기도,유류,0
2020-05-04,경상남도,석탄,76951
2020-05-04,경상남도,유류,0
2020-05-04,경상북도,LNG,4387
2020-05-04,경상북도,석탄,2558
2020-05-04,광주시,LNG,90
2020-05-04,대구시,LNG,2948
2020-05-04,대구시,석탄,2
2020-05-04,대구시,유류,0
2020-05-04,대전시,LNG,661
2020-05-04,대전시,유류,0
2020-05-04,부산시,LNG,3688
2020-05-04,부산시,석탄,42
2020-05-04,서울시,LNG,8453
2020-05-04,세종시,LNG,8724
2020-05-04,울산시,LNG,17634
2020-05-04,울산시,유류,0
2020-05-04,인천시,LNG,31609
2020-05-04,인천시,석탄,70537
2020-05-04,전라남도,LNG,17859
2020-05-04,전라남도,석탄,19923
2020-05-04,전라북도,LNG,0
2020-05-04,전라북도,석탄,18814
2020-05-04,전라북도,유류,318
2020-05-04,제주도,LNG,3061
2020-05-04,제주도,유류,0
2020-05-04,충청남도,LNG,9814
2020-05-04,충청남도,석탄,194593
2020-05-04,충청남도,유류,0
2020-05-04,충청북도,유류,0
2020-05-05,강원도,LNG,2931
2020-05-05,강원도,석탄,29012
2020-05-05,경기도,LNG,103407
2020-05-05,경기도,석탄,4453
2020-05-05,경기도,유류,0
2020-05-05,경상남도,석탄,83378
2020-05-05,경상남도,유류,0
2020-05-05,경상북도,LNG,2902
2020-05-05,경상북도,석탄,2483
2020-05-05,광주시,LNG,1266
2020-05-05,대구시,LNG,3805
2020-05-05,대구시,석탄,2
2020-05-05,대구시,유류,0
2020-05-05,대전시,LNG,90
2020-05-05,대전시,유류,0
2020-05-05,부산시,LNG,5686
2020-05-05,부산시,석탄,52
2020-05-05,서울시,LNG,11016
2020-05-05,세종시,LNG,4109
2020-05-05,울산시,LNG,16895
2020-05-05,울산시,유류,0
2020-05-05,인천시,LNG,27409
2020-05-05,인천시,석탄,71527
2020-05-05,전라남도,LNG,14446
2020-05-05,전라남도,석탄,21884
2020-05-05,전라북도,LNG,0
2020-05-05,전라북도,석탄,18832
2020-05-05,전라북도,유류,308
2020-05-05,제주도,LNG,3120
2020-05-05,제주도,유류,0
2020-05-05,충청남도,LNG,7697
2020-05-05,충청남도,석탄,208144
2020-05-05,충청남도,유류,0
2020-05-05,충청북도,유류,0
2020-05-06,강원도,LNG,6712
2020-05-06,강원도,석탄,29017
2020-05-06,경기도,LNG,130227
2020-05-06,경기도,석탄,4623
2020-05-06,경기도,유류,0
2020-05-06,경상남도,석탄,78314
2020-05-06,경상남도,유류,105
2020-05-06,경상북도,LNG,2830
2020-05-06,경상북도,석탄,2668
2020-05-06,광주시,LNG,861
2020-05-06,대구시,LNG,7187
2020-05-06,대구시,석탄,1
2020-05-06,대구시,유류,0
2020-05-06,대전시,LNG,64
2020-05-06,대전시,유류,0
2020-05-06,부산시,LNG,8767
2020-05-06,부산시,석탄,53
2020-05-06,서울시,LNG,14412
2020-05-06,세종시,LNG,9694
2020-05-06,울산시,LNG,20947
2020-05-06,울산시,유류,0
2020-05-06,인천시,LNG,37693
2020-05-06,인천시,석탄,70863
2020-05-06,전라남도,LNG,19151
2020-05-06,전라남도,석탄,21460
2020-05-06,전라북도,LNG,0
2020-05-06,전라북도,석탄,18998
2020-05-06,전라북도,유류,320
2020-05-06,제주도,LNG,2606
2020-05-06,제주도,유류,0
2020-05-06,충청남도,LNG,16650
2020-05-06,충청남도,석탄,210572
2020-05-06,충청남도,유류,0
2020-05-06,충청북도,유류,0
2020-05-07,강원도,LNG,5835
2020-05-07,강원도,석탄,29011
2020-05-07,경기도,LNG,166525
2020-05-07,경기도,석탄,4691
2020-05-07,경기도,유류,0
2020-05-07,경상남도,석탄,75034
2020-05-07,경상남도,유류,259
2020-05-07,경상북도,LNG,5521
2020-05-07,경상북도,석탄,2761
2020-05-07,광주시,LNG,0
2020-05-07,대구시,LNG,5836
2020-05-07,대구시,석탄,0
2020-05-07,대구시,유류,0
2020-05-07,대전시,LNG,46
2020-05-07,대전시,유류,0
2020-05-07,부산시,LNG,13065
2020-05-07,부산시,석탄,46
2020-05-07,서울시,LNG,15531
2020-05-07,세종시,LNG,5
2020-05-07,울산시,LNG,21378
2020-05-07,울산시,유류,0
2020-05-07,인천시,LNG,37844
2020-05-07,인천시,석탄,68280
2020-05-07,전라남도,LNG,20759
2020-05-07,전라남도,석탄,20311
2020-05-07,전라북도,LNG,0
2020-05-07,전라북도,석탄,19142
2020-05-07,전라북도,유류,326
2020-05-07,제주도,LNG,2037
2020-05-07,제주도,유류,0
2020-05-07,충청남도,LNG,15450
2020-05-07,충청남도,석탄,213147
2020-05-07,충청남도,유류,0
2020-05-07,충청북도,유류,0
2020-05-08,강원도,LNG,7605
2020-05-08,강원도,석탄,28610
2020-05-08,경기도,LNG,156083
2020-05-08,경기도,석탄,4519
2020-05-08,경기도,유류,0
2020-05-08,경상남도,석탄,74417
2020-05-08,경상남도,유류,274
2020-05-08,경상북도,LNG,5752
2020-05-08,경상북도,석탄,2776
2020-05-08,광주시,LNG,882
2020-05-08,대구시,LNG,7104
2020-05-08,대구시,석탄,0
2020-05-08,대구시,유류,0
2020-05-08,대전시,LNG,619
2020-05-08,대전시,유류,0
2020-05-08,부산시,LNG,19629
2020-05-08,부산시,석탄,0
2020-05-08,서울시,LNG,15466
2020-05-08,세종시,LNG,0
2020-05-08,울산시,LNG,21982
2020-05-08,울산시,유류,0
2020-05-08,인천시,LNG,37445
2020-05-08,인천시,석탄,67478
2020-05-08,전라남도,LNG,21598
2020-05-08,전라남도,석탄,19577
2020-05-08,전라북도,LNG,1057
2020-05-08,전라북도,석탄,19109
2020-05-08,전라북도,유류,338
2020-05-08,제주도,LNG,1708
2020-05-08,제주도,유류,0
2020-05-08,충청남도,LNG,15239
2020-05-08,충청남도,석탄,219682
2020-05-08,충청남도,유류,0
2020-05-08,충청북도,유류,0
2020-05-09,강원도,LNG,6746
2020-05-09,강원도,석탄,28423
2020-05-09,경기도,LNG,113897
2020-05-09,경기도,석탄,4033
2020-05-09,경기도,유류,0
2020-05-09,경상남도,석탄,79215
2020-05-09,경상남도,유류,214
2020-05-09,경상북도,LNG,6307
2020-05-09,경상북도,석탄,2617
2020-05-09,광주시,LNG,626
2020-05-09,대구시,LNG,2020
2020-05-09,대구시,석탄,0
2020-05-09,대구시,유류,0
2020-05-09,대전시,LNG,107
2020-05-09,대전시,유류,0
2020-05-09,부산시,LNG,13540
2020-05-09,부산시,석탄,0
2020-05-09,서울시,LNG,7554
2020-05-09,세종시,LNG,9121
2020-05-09,울산시,LNG,19584
2020-05-09,울산시,유류,0
2020-05-09,인천시,LNG,30057
2020-05-09,인천시,석탄,54206
2020-05-09,전라남도,LNG,17874
2020-05-09,전라남도,석탄,18341
2020-05-09,전라북도,LNG,0
2020-05-09,전라북도,석탄,19017
2020-05-09,전라북도,유류,319
2020-05-09,제주도,LNG,3146
2020-05-09,제주도,유류,0
2020-05-09,충청남도,LNG,11108
2020-05-09,충청남도,석탄,219775
2020-05-09,충청남도,유류,0
2020-05-09,충청북도,유류,0
2020-05-10,강원도,LNG,3023
2020-05-10,강원도,석탄,28235
2020-05-10,경기도,LNG,81806
2020-05-10,경기도,석탄,4008
2020-05-10,경기도,유류,0
2020-05-10,경상남도,석탄,73839
2020-05-10,경상남도,유류,141
2020-05-10,경상북도,LNG,1866
2020-05-10,경상북도,석탄,2403
2020-05-10,광주시,LNG,0
2020-05-10,대구시,LNG,0
2020-05-10,대구시,석탄,0
2020-05-10,대구시,유류,0
2020-05-10,대전시,LNG,61
2020-05-10,대전시,유류,0
2020-05-10,부산시,LNG,4821
2020-05-10,부산시,석탄,0
2020-05-10,서울시,LNG,7556
2020-05-10,세종시,LNG,2473
2020-05-10,울산시,LNG,19659
2020-05-10,울산시,유류,0
2020-05-10,인천시,LNG,25974
2020-05-10,인천시,석탄,53755
2020-05-10,전라남도,LNG,11741
2020-05-10,전라남도,석탄,18210
2020-05-10,전라북도,LNG,0
2020-05-10,전라북도,석탄,19131
2020-05-10,전라북도,유류,301
2020-05-10,제주도,LNG,1894
2020-05-10,제주도,유류,0
2020-05-10,충청남도,LNG,6162
2020-05-10,충청남도,석탄,216472
2020-05-10,충청남도,유류,0
2020-05-10,충청북도,유류,0
2020-05-11,강원도,LNG,4003
2020-05-11,강원도,석탄,28506
2020-05-11,경기도,LNG,150836
2020-05-11,경기도,석탄,4517
2020-05-11,경기도,유류,0
2020-05-11,경상남도,석탄,75718
2020-05-11,경상남도,유류,158
2020-05-11,경상북도,LNG,4967
2020-05-11,경상북도,석탄,2676
2020-05-11,광주시,LNG,868
2020-05-11,대구시,LNG,4640
2020-05-11,대구시,석탄,1
2020-05-11,대구시,유류,0
2020-05-11,대전시,LNG,121
2020-05-11,대전시,유류,0
2020-05-11,부산시,LNG,10451
2020-05-11,부산시,석탄,37
2020-05-11,서울시,LNG,7560
2020-05-11,세종시,LNG,9130
2020-05-11,울산시,LNG,20771
2020-05-11,울산시,유류,0
2020-05-11,인천시,LNG,33398
2020-05-11,인천시,석탄,58283
2020-05-11,전라남도,LNG,15853
2020-05-11,전라남도,석탄,19172
2020-05-11,전라북도,LNG,0
2020-05-11,전라북도,석탄,19165
2020-05-11,전라북도,유류,327
2020-05-11,제주도,LNG,2261
2020-05-11,제주도,유류,165
2020-05-11,충청남도,LNG,10980
2020-05-11,충청남도,석탄,222482
2020-05-11,충청남도,유류,0
2020-05-11,충청북도,유류,0
2020-05-12,강원도,LNG,4698
2020-05-12,강원도,석탄,32724
2020-05-12,경기도,LNG,150405
2020-05-12,경기도,석탄,4825
2020-05-12,경기도,유류,0
2020-05-12,경상남도,석탄,78169
2020-05-12,경상남도,유류,245
2020-05-12,경상북도,LNG,6367
2020-05-12,경상북도,석탄,2752
2020-05-12,광주시,LNG,314
2020-05-12,대구시,LNG,5407
2020-05-12,대구시,석탄,4
2020-05-12,대구시,유류,0
2020-05-12,대전시,LNG,644
2020-05-12,대전시,유류,0
2020-05-12,부산시,LNG,9205
2020-05-12,부산시,석탄,48
2020-05-12,서울시,LNG,13472
2020-05-12,세종시,LNG,8692
2020-05-12,울산시,LNG,21941
2020-05-12,울산시,유류,0
2020-05-12,인천시,LNG,31185
2020-05-12,인천시,석탄,74866
2020-05-12,전라남도,LNG,24809
2020-05-12,전라남도,석탄,18882
2020-05-12,전라북도,LNG,0
2020-05-12,전라북도,석탄,19110
2020-05-12,전라북도,유류,335
2020-05-12,제주도,LNG,1965
2020-05-12,제주도,유류,226
2020-05-12,충청남도,LNG,15194
2020-05-12,충청남도,석탄,221034
2020-05-12,충청남도,유류,0
2020-05-12,충청북도,유류,0
2020-05-13,강원도,LNG,5084
2020-05-13,강원도,석탄,51212
2020-05-13,경기도,LNG,141262
2020-05-13,경기도,석탄,4791
2020-05-13,경기도,유류,0
2020-05-13,경상남도,석탄,66465
2020-05-13,경상남도,유류,287
2020-05-13,경상북도,LNG,2514
2020-05-13,경상북도,석탄,2779
2020-05-13,광주시,LNG,888
2020-05-13,대구시,LNG,2228
2020-05-13,대구시,석탄,2
2020-05-13,대구시,유류,0
2020-05-13,대전시,LNG,54
2020-05-13,대전시,유류,0
2020-05-13,부산시,LNG,5410
2020-05-13,부산시,석탄,44
2020-05-13,서울시,LNG,14436
2020-05-13,세종시,LNG,8692
2020-05-13,울산시,LNG,20878
2020-05-13,울산시,유류,0
2020-05-13,인천시,LNG,30902
2020-05-13,인천시,석탄,88279
2020-05-13,전라남도,LNG,17348
2020-05-13,전라남도,석탄,18609
2020-05-13,전라북도,LNG,0
2020-05-13,전라북도,석탄,18268
2020-05-13,전라북도,유류,329
2020-05-13,제주도,LNG,2634
2020-05-13,제주도,유류,254
2020-05-13,충청남도,LNG,10860
2020-05-13,충청남도,석탄,220498
2020-05-13,충청남도,유류,0
2020-05-13,충청북도,유류,0
2020-05-14,강원도,LNG,5165
2020-05-14,강원도,석탄,51250
2020-05-14,경기도,LNG,155041
2020-05-14,경기도,석탄,4734
2020-05-14,경기도,유류,0
2020-05-14,경상남도,석탄,66067
2020-05-14,경상남도,유류,279
2020-05-14,경상북도,LNG,2745
2020-05-14,경상북도,석탄,2819
2020-05-14,광주시,LNG,434
2020-05-14,대구시,LNG,3087
2020-05-14,대구시,석탄,0
2020-05-14,대구시,유류,0
2020-05-14,대전시,LNG,70
2020-05-14,대전시,유류,0
2020-05-14,부산시,LNG,5478
2020-05-14,부산시,석탄,33
2020-05-14,서울시,LNG,14553
2020-05-14,세종시,LNG,8711
2020-05-14,울산시,LNG,20534
2020-05-14,울산시,유류,0
2020-05-14,인천시,LNG,34841
2020-05-14,인천시,석탄,73065
2020-05-14,전라남도,LNG,28799
2020-05-14,전라남도,석탄,18712
2020-05-14,전라북도,LNG,0
2020-05-14,전라북도,석탄,16737
2020-05-14,전라북도,유류,323
2020-05-14,제주도,LNG,2475
2020-05-14,제주도,유류,225
2020-05-14,충청남도,LNG,13918
2020-05-14,충청남도,석탄,226192
2020-05-14,충청남도,유류,0
2020-05-14,충청북도,유류,0
2020-05-15,강원도,LNG,6721
2020-05-15,강원도,석탄,51329
2020-05-15,경기도,LNG,165504
2020-05-15,경기도,석탄,4675
2020-05-15,경기도,유류,0
2020-05-15,경상남도,석탄,63453
2020-05-15,경상남도,유류,268
2020-05-15,경상북도,LNG,5796
2020-05-15,경상북도,석탄,2812
2020-05-15,광주시,LNG,88
2020-05-15,대구시,LNG,6563
2020-05-15,대구시,석탄,0
2020-05-15,대구시,유류,0
2020-05-15,대전시,LNG,475
2020-05-15,대전시,유류,0
2020-05-15,부산시,LNG,17865
2020-05-15,부산시,석탄,0
2020-05-15,서울시,LNG,13743
2020-05-15,세종시,LNG,9794
2020-05-15,울산시,LNG,21424
2020-05-15,울산시,유류,0
2020-05-15,인천시,LNG,35502
2020-05-15,인천시,석탄,78742
2020-05-15,전라남도,LNG,34761
2020-05-15,전라남도,석탄,21963
2020-05-15,전라북도,LNG,0
2020-05-15,전라북도,석탄,16718
2020-05-15,전라북도,유류,323
2020-05-15,제주도,LNG,2338
2020-05-15,제주도,유류,33
2020-05-15,충청남도,LNG,15297
2020-05-15,충청남도,석탄,231240
2020-05-15,충청남도,유류,0
2020-05-15,충청북도,유류,0
2020-05-16,강원도,LNG,2101
2020-05-16,강원도,석탄,51327
2020-05-16,경기도,LNG,83789
2020-05-16,경기도,석탄,4265
2020-05-16,경기도,유류,0
2020-05-16,경상남도,석탄,58999
2020-05-16,경상남도,유류,226
2020-05-16,경상북도,LNG,2376
2020-05-16,경상북도,석탄,2381
2020-05-16,광주시,LNG,910
2020-05-16,대구시,LNG,0
2020-05-16,대구시,석탄,0
2020-05-16,대구시,유류,0
2020-05-16,대전시,LNG,124
2020-05-16,대전시,유류,0
2020-05-16,부산시,LNG,324
2020-05-16,부산시,석탄,0
2020-05-16,서울시,LNG,7532
2020-05-16,세종시,LNG,8702
2020-05-16,울산시,LNG,19776
2020-05-16,울산시,유류,0
2020-05-16,인천시,LNG,25882
2020-05-16,인천시,석탄,88771
2020-05-16,전라남도,LNG,18908
2020-05-16,전라남도,석탄,20632
2020-05-16,전라북도,LNG,0
2020-05-16,전라북도,석탄,16602
2020-05-16,전라북도,유류,293
2020-05-16,제주도,LNG,1925
2020-05-16,제주도,유류,0
2020-05-16,충청남도,LNG,7806
2020-05-16,충청남도,석탄,226617
2020-05-16,충청남도,유류,0
2020-05-16,충청북도,유류,0
2020-05-17,강원도,LNG,1551
2020-05-17,강원도,석탄,42028
2020-05-17,경기도,LNG,56700
2020-05-17,경기도,석탄,4057
2020-05-17,경기도,유류,0
2020-05-17,경상남도,석탄,57417
2020-05-17,경상남도,유류,158
2020-05-17,경상북도,LNG,0
2020-05-17,경상북도,석탄,2400
2020-05-17,광주시,LNG,0
2020-05-17,대구시,LNG,0
2020-05-17,대구시,석탄,0
2020-05-17,대구시,유류,0
2020-05-17,대전시,LNG,57
2020-05-17,대전시,유류,0
2020-05-17,부산시,LNG,0
2020-05-17,부산시,석탄,0
2020-05-17,서울시,LNG,4613
2020-05-17,세종시,LNG,8733
2020-05-17,울산시,LNG,19854
2020-05-17,울산시,유류,0
2020-05-17,인천시,LNG,22320
2020-05-17,인천시,석탄,95266
2020-05-17,전라남도,LNG,12941
2020-05-17,전라남도,석탄,20821
2020-05-17,전라북도,LNG,0
2020-05-17,전라북도,석탄,18962
2020-05-17,전라북도,유류,282
2020-05-17,제주도,LNG,2375
2020-05-17,제주도,유류,0
2020-05-17,충청남도,LNG,3439
2020-05-17,충청남도,석탄,205578
2020-05-17,충청남도,유류,0
2020-05-17,충청북도,유류,0
2020-05-18,강원도,LNG,4633
2020-05-18,강원도,석탄,51870
2020-05-18,경기도,LNG,118106
2020-05-18,경기도,석탄,4504
2020-05-18,경기도,유류,0
2020-05-18,경상남도,석탄,70309
2020-05-18,경상남도,유류,145
2020-05-18,경상북도,LNG,3557
2020-05-18,경상북도,석탄,2619
2020-05-18,광주시,LNG,96
2020-05-18,대구시,LNG,5128
2020-05-18,대구시,석탄,2
2020-05-18,대구시,유류,0
2020-05-18,대전시,LNG,68
2020-05-18,대전시,유류,0
2020-05-18,부산시,LNG,15036
2020-05-18,부산시,석탄,80
2020-05-18,서울시,LNG,8097
2020-05-18,세종시,LNG,9506
2020-05-18,울산시,LNG,20403
2020-05-18,울산시,유류,0
2020-05-18,인천시,LNG,33322
2020-05-18,인천시,석탄,107355
2020-05-18,전라남도,LNG,22707
2020-05-18,전라남도,석탄,21581
2020-05-18,전라북도,LNG,878
2020-05-18,전라북도,석탄,19009
2020-05-18,전라북도,유류,316
2020-05-18,제주도,LNG,1648
2020-05-18,제주도,유류,0
2020-05-18,충청남도,LNG,11073
2020-05-18,충청남도,석탄,231259
2020-05-18,충청남도,유류,0
2020-05-18,충청북도,유류,0
2020-05-19,강원도,LNG,3404
2020-05-19,강원도,석탄,55321
2020-05-19,경기도,LNG,109890
2020-05-19,경기도,석탄,4696
2020-05-19,경기도,유류,0
2020-05-19,경상남도,석탄,82340
2020-05-19,경상남도,유류,208
2020-05-19,경상북도,LNG,4804
2020-05-19,경상북도,석탄,2709
2020-05-19,광주시,LNG,968
2020-05-19,대구시,LNG,5241
2020-05-19,대구시,석탄,5
2020-05-19,대구시,유류,0
2020-05-19,대전시,LNG,77
2020-05-19,대전시,유류,0
2020-05-19,부산시,LNG,9101
2020-05-19,부산시,석탄,95
2020-05-19,서울시,LNG,12691
2020-05-19,세종시,LNG,8721
2020-05-19,울산시,LNG,19866
2020-05-19,울산시,유류,0
2020-05-19,인천시,LNG,28950
2020-05-19,인천시,석탄,106524
2020-05-19,전라남도,LNG,26281
2020-05-19,전라남도,석탄,21238
2020-05-19,전라북도,LNG,835
2020-05-19,전라북도,석탄,18866
2020-05-19,전라북도,유류,330
2020-05-19,제주도,LNG,2025
2020-05-19,제주도,유류,0
2020-05-19,충청남도,LNG,11175
2020-05-19,충청남도,석탄,240690
2020-05-19,충청남도,유류,0
2020-05-19,충청북도,유류,0
2020-05-20,강원도,LNG,4826
2020-05-20,강원도,석탄,55411
2020-05-20,경기도,LNG,116148
2020-05-20,경기도,석탄,4686
2020-05-20,경기도,유류,0
2020-05-20,경상남도,석탄,83242
2020-05-20,경상남도,유류,227
2020-05-20,경상북도,LNG,1374
2020-05-20,경상북도,석탄,2787
2020-05-20,광주시,LNG,114
2020-05-20,대구시,LNG,2283
2020-05-20,대구시,석탄,3
2020-05-20,대구시,유류,0
2020-05-20,대전시,LNG,90
2020-05-20,대전시,유류,0
2020-05-20,부산시,LNG,4163
2020-05-20,부산시,석탄,91
2020-05-20,서울시,LNG,10002
2020-05-20,세종시,LNG,8724
2020-05-20,울산시,LNG,24003
2020-05-20,울산시,유류,0
2020-05-20,인천시,LNG,31377
2020-05-20,인천시,석탄,88469
2020-05-20,전라남도,LNG,16664
2020-05-20,전라남도,석탄,20817
2020-05-20,전라북도,LNG,0
2020-05-20,전라북도,석탄,18807
2020-05-20,전라북도,유류,331
2020-05-20,제주도,LNG,2254
2020-05-20,제주도,유류,0
2020-05-20,충청남도,LNG,6380
2020-05-20,충청남도,석탄,244786
2020-05-20,충청남도,유류,0
2020-05-20,충청북도,유류,0
2020-05-21,강원도,LNG,5042
2020-05-21,강원도,석탄,56653
2020-05-21,경기도,LNG,107146
2020-05-21,경기도,석탄,4638
2020-05-21,경기도,유류,0
2020-05-21,경상남도,석탄,66354
2020-05-21,경상남도,유류,299
2020-05-21,경상북도,LNG,1871
2020-05-21,경상북도,석탄,2737
2020-05-21,광주시,LNG,0
2020-05-21,대구시,LNG,2504
2020-05-21,대구시,석탄,3
2020-05-21,대구시,유류,0
2020-05-21,대전시,LNG,651
2020-05-21,대전시,유류,0
2020-05-21,부산시,LNG,8555
2020-05-21,부산시,석탄,81
2020-05-21,서울시,LNG,15067
2020-05-21,세종시,LNG,9487
2020-05-21,울산시,LNG,19881
2020-05-21,울산시,유류,0
2020-05-21,인천시,LNG,34024
2020-05-21,인천시,석탄,88351
2020-05-21,전라남도,LNG,17525
2020-05-21,전라남도,석탄,21434
2020-05-21,전라북도,LNG,0
2020-05-21,전라북도,석탄,18930
2020-05-21,전라북도,유류,321
2020-05-21,제주도,LNG,2628
2020-05-21,제주도,유류,0
2020-05-21,충청남도,LNG,6541
2020-05-21,충청남도,석탄,245095
2020-05-21,충청남도,유류,0
2020-05-21,충청북도,유류,0
2020-05-22,강원도,LNG,7170
2020-05-22,강원도,석탄,62292
2020-05-22,경기도,LNG,117495
2020-05-22,경기도,석탄,4556
2020-05-22,경기도,유류,0
2020-05-22,경상남도,석탄,62651
2020-05-22,경상남도,유류,275
2020-05-22,경상북도,LNG,2181
2020-05-22,경상북도,석탄,2664
2020-05-22,광주시,LNG,652
2020-05-22,대구시,LNG,2492
2020-05-22,대구시,석탄,0
2020-05-22,대구시,유류,0
2020-05-22,대전시,LNG,85
2020-05-22,대전시,유류,0
2020-05-22,부산시,LNG,5774
2020-05-22,부산시,석탄,0
2020-05-22,서울시,LNG,14901
2020-05-22,세종시,LNG,8890
2020-05-22,울산시,LNG,21023
2020-05-22,울산시,유류,0
2020-05-22,인천시,LNG,39431
2020-05-22,인천시,석탄,88753
2020-05-22,전라남도,LNG,22083
2020-05-22,전라남도,석탄,22166
2020-05-22,전라북도,LNG,0
2020-05-22,전라북도,석탄,18838
2020-05-22,전라북도,유류,314
2020-05-22,제주도,LNG,2953
2020-05-22,제주도,유류,325
2020-05-22,충청남도,LNG,6232
2020-05-22,충청남도,석탄,225970
2020-05-22,충청남도,유류,0
2020-05-22,충청북도,유류,0
2020-05-23,강원도,LNG,2417
2020-05-23,강원도,석탄,65854
2020-05-23,경기도,LNG,76195
2020-05-23,경기도,석탄,4161
2020-05-23,경기도,유류,0
2020-05-23,경상남도,석탄,58372
2020-05-23,경상남도,유류,211
2020-05-23,경상북도,LNG,3154
2020-05-23,경상북도,석탄,2377
2020-05-23,광주시,LNG,488
2020-05-23,대구시,LNG,2519
2020-05-23,대구시,석탄,0
2020-05-23,대구시,유류,0
2020-05-23,대전시,LNG,57
2020-05-23,대전시,유류,0
2020-05-23,부산시,LNG,2192
2020-05-23,부산시,석탄,0
2020-05-23,서울시,LNG,9967
2020-05-23,세종시,LNG,8716
2020-05-23,울산시,LNG,19764
2020-05-23,울산시,유류,0
2020-05-23,인천시,LNG,23641
2020-05-23,인천시,석탄,87123
2020-05-23,전라남도,LNG,19881
2020-05-23,전라남도,석탄,20882
2020-05-23,전라북도,LNG,0
2020-05-23,전라북도,석탄,19004
2020-05-23,전라북도,유류,287
2020-05-23,제주도,LNG,3096
2020-05-23,제주도,유류,403
2020-05-23,충청남도,LNG,5548
2020-05-23,충청남도,석탄,182935
2020-05-23,충청남도,유류,0
2020-05-23,충청북도,유류,0
2020-05-24,강원도,LNG,1155
2020-05-24,강원도,석탄,65277
2020-05-24,경기도,LNG,67681
2020-05-24,경기도,석탄,3886
2020-05-24,경기도,유류,0
2020-05-24,경상남도,석탄,55760
2020-05-24,경상남도,유류,136
2020-05-24,경상북도,LNG,1755
2020-05-24,경상북도,석탄,2420
2020-05-24,광주시,LNG,0
2020-05-24,대구시,LNG,354
2020-05-24,대구시,석탄,0
2020-05-24,대구시,유류,0
2020-05-24,대전시,LNG,56
2020-05-24,대전시,유류,0
2020-05-24,부산시,LNG,858
2020-05-24,부산시,석탄,0
2020-05-24,서울시,LNG,9698
2020-05-24,세종시,LNG,8714
2020-05-24,울산시,LNG,19891
2020-05-24,울산시,유류,0
2020-05-24,인천시,LNG,21148
2020-05-24,인천시,석탄,84234
2020-05-24,전라남도,LNG,15523
2020-05-24,전라남도,석탄,20727
2020-05-24,전라북도,LNG,0
2020-05-24,전라북도,석탄,16744
2020-05-24,전라북도,유류,279
2020-05-24,제주도,LNG,2309
2020-05-24,제주도,유류,404
2020-05-24,충청남도,LNG,3951
2020-05-24,충청남도,석탄,176335
2020-05-24,충청남도,유류,0
2020-05-24,충청북도,유류,0
2020-05-25,강원도,LNG,5255
2020-05-25,강원도,석탄,75201
2020-05-25,경기도,LNG,113649
2020-05-25,경기도,석탄,4436
2020-05-25,경기도,유류,0
2020-05-25,경상남도,석탄,62051
2020-05-25,경상남도,유류,136
2020-05-25,경상북도,LNG,2982
2020-05-25,경상북도,석탄,2634
2020-05-25,광주시,LNG,89
2020-05-25,대구시,LNG,4523
2020-05-25,대구시,석탄,2
2020-05-25,대구시,유류,0
2020-05-25,대전시,LNG,637
2020-05-25,대전시,유류,0
2020-05-25,부산시,LNG,10984
2020-05-25,부산시,석탄,83
2020-05-25,서울시,LNG,13156
2020-05-25,세종시,LNG,9596
2020-05-25,울산시,LNG,20583
2020-05-25,울산시,유류,0
2020-05-25,인천시,LNG,31224
2020-05-25,인천시,석탄,87520
2020-05-25,전라남도,LNG,26333
2020-05-25,전라남도,석탄,21860
2020-05-25,전라북도,LNG,1407
2020-05-25,전라북도,석탄,12368
2020-05-25,전라북도,유류,323
2020-05-25,제주도,LNG,3159
2020-05-25,제주도,유류,0
2020-05-25,충청남도,LNG,8668
2020-05-25,충청남도,석탄,228902
2020-05-25,충청남도,유류,0
2020-05-25,충청북도,유류,0
2020-05-26,강원도,LNG,5435
2020-05-26,강원도,석탄,78166
2020-05-26,경기도,LNG,113973
2020-05-26,경기도,석탄,4667
2020-05-26,경기도,유류,0
2020-05-26,경상남도,석탄,62474
2020-05-26,경상남도,유류,216
2020-05-26,경상북도,LNG,4384
2020-05-26,경상북도,석탄,2616
2020-05-26,광주시,LNG,917
2020-05-26,대구시,LNG,3722
2020-05-26,대구시,석탄,2
2020-05-26,대구시,유류,0
2020-05-26,대전시,LNG,81
2020-05-26,대전시,유류,0
2020-05-26,부산시,LNG,19518
2020-05-26,부산시,석탄,93
2020-05-26,서울시,LNG,13697
2020-05-26,세종시,LNG,9007
