거래일자,지역,연료원, 발전량(MWh) 
2018-03-26,강원도,LNG,9733
2018-03-26,강원도,석탄,61504
2018-03-26,경기도,LNG,195428
2018-03-26,경기도,석탄,1254
2018-03-26,경기도,유류,0
2018-03-26,경상남도,석탄,124514
2018-03-26,경상남도,유류,157
2018-03-26,경상북도,LNG,6612
2018-03-26,경상북도,석탄,2873
2018-03-26,광주시,LNG,1323
2018-03-26,대구시,LNG,8828
2018-03-26,대구시,석탄,23
2018-03-26,대구시,유류,360
2018-03-26,대전시,LNG,969
2018-03-26,대전시,유류,0
2018-03-26,부산시,LNG,23069
2018-03-26,부산시,석탄,124
2018-03-26,서울시,LNG,833
2018-03-26,세종시,LNG,10016
2018-03-26,울산시,LNG,33125
2018-03-26,울산시,유류,16143
2018-03-26,인천시,LNG,61862
2018-03-26,인천시,석탄,90443
2018-03-26,전라남도,LNG,40369
2018-03-26,전라남도,석탄,18887
2018-03-26,전라북도,LNG,2873
2018-03-26,전라북도,석탄,9542
2018-03-26,전라북도,유류,385
2018-03-26,제주도,유류,7089
2018-03-26,충청남도,LNG,19002
2018-03-26,충청남도,석탄,284319
2018-03-26,충청남도,유류,0
2018-03-26,충청북도,유류,705
2018-03-27,강원도,LNG,9666
2018-03-27,강원도,석탄,71691
2018-03-27,경기도,LNG,207929
2018-03-27,경기도,석탄,1337
2018-03-27,경기도,유류,0
2018-03-27,경상남도,석탄,124571
2018-03-27,경상남도,유류,140
2018-03-27,경상북도,LNG,5995
2018-03-27,경상북도,석탄,2872
2018-03-27,광주시,LNG,1303
2018-03-27,대구시,LNG,7466
2018-03-27,대구시,석탄,4
2018-03-27,대구시,유류,361
2018-03-27,대전시,LNG,112
2018-03-27,대전시,유류,0
2018-03-27,부산시,LNG,25447
2018-03-27,부산시,석탄,170
2018-03-27,서울시,LNG,764
2018-03-27,세종시,LNG,9559
2018-03-27,울산시,LNG,26911
2018-03-27,울산시,유류,20426
2018-03-27,인천시,LNG,56559
2018-03-27,인천시,석탄,74960
2018-03-27,전라남도,LNG,38104
2018-03-27,전라남도,석탄,18802
2018-03-27,전라북도,LNG,1792
2018-03-27,전라북도,석탄,9465
2018-03-27,전라북도,유류,389
2018-03-27,제주도,유류,7208
2018-03-27,충청남도,LNG,19998
2018-03-27,충청남도,석탄,291453
2018-03-27,충청남도,유류,0
2018-03-27,충청북도,유류,525
2018-03-28,강원도,LNG,9089
2018-03-28,강원도,석탄,71789
2018-03-28,경기도,LNG,200272
2018-03-28,경기도,석탄,1337
2018-03-28,경기도,유류,0
2018-03-28,경상남도,석탄,124109
2018-03-28,경상남도,유류,88
2018-03-28,경상북도,LNG,6593
2018-03-28,경상북도,석탄,2890
2018-03-28,광주시,LNG,1281
2018-03-28,대구시,LNG,5878
2018-03-28,대구시,석탄,0
2018-03-28,대구시,유류,321
2018-03-28,대전시,LNG,175
2018-03-28,대전시,유류,0
2018-03-28,부산시,LNG,23103
2018-03-28,부산시,석탄,165
2018-03-28,서울시,LNG,766
2018-03-28,세종시,LNG,9507
2018-03-28,울산시,LNG,27000
2018-03-28,울산시,유류,20596
2018-03-28,인천시,LNG,50305
2018-03-28,인천시,석탄,75150
2018-03-28,전라남도,LNG,39417
2018-03-28,전라남도,석탄,19411
2018-03-28,전라북도,LNG,2173
2018-03-28,전라북도,석탄,11749
2018-03-28,전라북도,유류,380
2018-03-28,제주도,유류,6540
2018-03-28,충청남도,LNG,19359
2018-03-28,충청남도,석탄,289998
2018-03-28,충청남도,유류,0
2018-03-28,충청북도,유류,444
2018-03-29,강원도,LNG,9286
2018-03-29,강원도,석탄,74881
2018-03-29,경기도,LNG,196575
2018-03-29,경기도,석탄,1309
2018-03-29,경기도,유류,0
2018-03-29,경상남도,석탄,126553
2018-03-29,경상남도,유류,76
2018-03-29,경상북도,LNG,6819
2018-03-29,경상북도,석탄,2856
2018-03-29,광주시,LNG,14
2018-03-29,대구시,LNG,7261
2018-03-29,대구시,석탄,0
2018-03-29,대구시,유류,312
2018-03-29,대전시,LNG,742
2018-03-29,대전시,유류,0
2018-03-29,부산시,LNG,22548
2018-03-29,부산시,석탄,157
2018-03-29,서울시,LNG,660
2018-03-29,세종시,LNG,8862
2018-03-29,울산시,LNG,27306
2018-03-29,울산시,유류,10222
2018-03-29,인천시,LNG,54112
2018-03-29,인천시,석탄,84791
2018-03-29,전라남도,LNG,40026
2018-03-29,전라남도,석탄,19019
2018-03-29,전라북도,LNG,0
2018-03-29,전라북도,석탄,12830
2018-03-29,전라북도,유류,376
2018-03-29,제주도,유류,6377
2018-03-29,충청남도,LNG,20742
2018-03-29,충청남도,석탄,295147
2018-03-29,충청남도,유류,0
2018-03-29,충청북도,유류,301
2018-03-30,강원도,LNG,9576
2018-03-30,강원도,석탄,72785
2018-03-30,경기도,LNG,179519
2018-03-30,경기도,석탄,1273
2018-03-30,경기도,유류,0
2018-03-30,경상남도,석탄,114292
2018-03-30,경상남도,유류,113
2018-03-30,경상북도,LNG,6921
2018-03-30,경상북도,석탄,2887
2018-03-30,광주시,LNG,546
2018-03-30,대구시,LNG,7261
2018-03-30,대구시,석탄,1
2018-03-30,대구시,유류,0
2018-03-30,대전시,LNG,338
2018-03-30,대전시,유류,0
2018-03-30,부산시,LNG,23196
2018-03-30,부산시,석탄,156
2018-03-30,서울시,LNG,596
2018-03-30,세종시,LNG,8878
2018-03-30,울산시,LNG,27580
2018-03-30,울산시,유류,0
2018-03-30,인천시,LNG,50930
2018-03-30,인천시,석탄,93936
2018-03-30,전라남도,LNG,39116
2018-03-30,전라남도,석탄,19253
2018-03-30,전라북도,LNG,2056
2018-03-30,전라북도,석탄,15103
2018-03-30,전라북도,유류,375
2018-03-30,제주도,유류,6493
2018-03-30,충청남도,LNG,20515
2018-03-30,충청남도,석탄,303599
2018-03-30,충청남도,유류,0
2018-03-30,충청북도,유류,242
2018-03-31,강원도,LNG,8940
2018-03-31,강원도,석탄,51816
2018-03-31,경기도,LNG,147342
2018-03-31,경기도,석탄,1158
2018-03-31,경기도,유류,0
2018-03-31,경상남도,석탄,113914
2018-03-31,경상남도,유류,109
2018-03-31,경상북도,LNG,5219
2018-03-31,경상북도,석탄,2915
2018-03-31,광주시,LNG,1487
2018-03-31,대구시,LNG,4848
2018-03-31,대구시,석탄,1
2018-03-31,대구시,유류,0
2018-03-31,대전시,LNG,125
2018-03-31,대전시,유류,0
2018-03-31,부산시,LNG,1546
2018-03-31,부산시,석탄,38
2018-03-31,서울시,LNG,573
2018-03-31,세종시,LNG,8766
2018-03-31,울산시,LNG,24107
2018-03-31,울산시,유류,0
2018-03-31,인천시,LNG,40372
2018-03-31,인천시,석탄,92407
2018-03-31,전라남도,LNG,34358
2018-03-31,전라남도,석탄,18047
2018-03-31,전라북도,LNG,0
2018-03-31,전라북도,석탄,18263
2018-03-31,전라북도,유류,336
2018-03-31,제주도,유류,6500
2018-03-31,충청남도,LNG,16115
2018-03-31,충청남도,석탄,281278
2018-03-31,충청남도,유류,0
2018-03-31,충청북도,유류,242
2018-04-01,강원도,LNG,7766
2018-04-01,강원도,석탄,52301
2018-04-01,경기도,LNG,99628
2018-04-01,경기도,석탄,942
2018-04-01,경기도,유류,0
2018-04-01,경상남도,석탄,111911
2018-04-01,경상남도,유류,98
2018-04-01,경상북도,LNG,4498
2018-04-01,경상북도,석탄,2089
2018-04-01,광주시,LNG,0
2018-04-01,대구시,LNG,7678
2018-04-01,대구시,석탄,4
2018-04-01,대구시,유류,0
2018-04-01,대전시,LNG,0
2018-04-01,대전시,유류,0
2018-04-01,부산시,LNG,4458
2018-04-01,부산시,석탄,0
2018-04-01,서울시,LNG,430
2018-04-01,세종시,LNG,8751
2018-04-01,울산시,LNG,21599
2018-04-01,울산시,유류,0
2018-04-01,인천시,LNG,36828
2018-04-01,인천시,석탄,92638
2018-04-01,전라남도,LNG,35558
2018-04-01,전라남도,석탄,17761
2018-04-01,전라북도,LNG,0
2018-04-01,전라북도,석탄,15962
2018-04-01,전라북도,유류,319
2018-04-01,제주도,유류,6111
2018-04-01,충청남도,LNG,13900
2018-04-01,충청남도,석탄,255833
2018-04-01,충청남도,유류,0
2018-04-01,충청북도,유류,242
2018-04-02,강원도,LNG,8863
2018-04-02,강원도,석탄,52685
2018-04-02,경기도,LNG,171590
2018-04-02,경기도,석탄,1187
2018-04-02,경기도,유류,0
2018-04-02,경상남도,석탄,121921
2018-04-02,경상남도,유류,173
2018-04-02,경상북도,LNG,7210
2018-04-02,경상북도,석탄,1686
2018-04-02,광주시,LNG,1030
2018-04-02,대구시,LNG,8041
2018-04-02,대구시,석탄,15
2018-04-02,대구시,유류,0
2018-04-02,대전시,LNG,948
2018-04-02,대전시,유류,0
2018-04-02,부산시,LNG,23958
2018-04-02,부산시,석탄,105
2018-04-02,서울시,LNG,377
2018-04-02,세종시,LNG,10979
2018-04-02,울산시,LNG,31536
2018-04-02,울산시,유류,0
2018-04-02,인천시,LNG,62374
2018-04-02,인천시,석탄,93073
2018-04-02,전라남도,LNG,42119
2018-04-02,전라남도,석탄,17834
2018-04-02,전라북도,LNG,8048
2018-04-02,전라북도,석탄,15881
2018-04-02,전라북도,유류,336
2018-04-02,제주도,유류,6035
2018-04-02,충청남도,LNG,15373
2018-04-02,충청남도,석탄,255889
2018-04-02,충청남도,유류,0
2018-04-02,충청북도,유류,243
2018-04-03,강원도,LNG,9464
2018-04-03,강원도,석탄,61567
2018-04-03,경기도,LNG,184249
2018-04-03,경기도,석탄,1277
2018-04-03,경기도,유류,0
2018-04-03,경상남도,석탄,118779
2018-04-03,경상남도,유류,227
2018-04-03,경상북도,LNG,8304
2018-04-03,경상북도,석탄,1711
2018-04-03,광주시,LNG,0
2018-04-03,대구시,LNG,8968
2018-04-03,대구시,석탄,0
2018-04-03,대구시,유류,0
2018-04-03,대전시,LNG,84
2018-04-03,대전시,유류,0
2018-04-03,부산시,LNG,23277
2018-04-03,부산시,석탄,163
2018-04-03,서울시,LNG,212
2018-04-03,세종시,LNG,10714
2018-04-03,울산시,LNG,32094
2018-04-03,울산시,유류,0
2018-04-03,인천시,LNG,78855
2018-04-03,인천시,석탄,93411
2018-04-03,전라남도,LNG,41889
2018-04-03,전라남도,석탄,17962
2018-04-03,전라북도,LNG,6676
2018-04-03,전라북도,석탄,15973
2018-04-03,전라북도,유류,336
2018-04-03,제주도,유류,6452
2018-04-03,충청남도,LNG,24292
2018-04-03,충청남도,석탄,274752
2018-04-03,충청남도,유류,0
2018-04-03,충청북도,유류,238
2018-04-04,강원도,LNG,9614
2018-04-04,강원도,석탄,60870
2018-04-04,경기도,LNG,206007
2018-04-04,경기도,석탄,1327
2018-04-04,경기도,유류,0
2018-04-04,경상남도,석탄,119038
2018-04-04,경상남도,유류,199
2018-04-04,경상북도,LNG,8692
2018-04-04,경상북도,석탄,1707
2018-04-04,광주시,LNG,1414
2018-04-04,대구시,LNG,9226
2018-04-04,대구시,석탄,2
2018-04-04,대구시,유류,0
2018-04-04,대전시,LNG,130
2018-04-04,대전시,유류,0
2018-04-04,부산시,LNG,19399
2018-04-04,부산시,석탄,166
2018-04-04,서울시,LNG,408
2018-04-04,세종시,LNG,11223
2018-04-04,울산시,LNG,41558
2018-04-04,울산시,유류,0
2018-04-04,인천시,LNG,88169
2018-04-04,인천시,석탄,91753
2018-04-04,전라남도,LNG,42797
2018-04-04,전라남도,석탄,16290
2018-04-04,전라북도,LNG,7871
2018-04-04,전라북도,석탄,16108
2018-04-04,전라북도,유류,334
2018-04-04,제주도,유류,5913
2018-04-04,충청남도,LNG,24777
2018-04-04,충청남도,석탄,266917
2018-04-04,충청남도,유류,0
2018-04-04,충청북도,유류,239
2018-04-05,강원도,LNG,16282
2018-04-05,강원도,석탄,61326
2018-04-05,경기도,LNG,220334
2018-04-05,경기도,석탄,1335
2018-04-05,경기도,유류,0
2018-04-05,경상남도,석탄,116715
2018-04-05,경상남도,유류,222
2018-04-05,경상북도,LNG,9207
2018-04-05,경상북도,석탄,1703
2018-04-05,광주시,LNG,0
2018-04-05,대구시,LNG,9524
2018-04-05,대구시,석탄,5
2018-04-05,대구시,유류,0
2018-04-05,대전시,LNG,123
2018-04-05,대전시,유류,0
2018-04-05,부산시,LNG,20310
2018-04-05,부산시,석탄,166
2018-04-05,서울시,LNG,449
2018-04-05,세종시,LNG,11379
2018-04-05,울산시,LNG,45149
2018-04-05,울산시,유류,0
2018-04-05,인천시,LNG,109595
2018-04-05,인천시,석탄,72388
2018-04-05,전라남도,LNG,44909
2018-04-05,전라남도,석탄,18893
2018-04-05,전라북도,LNG,7605
2018-04-05,전라북도,석탄,15991
2018-04-05,전라북도,유류,346
2018-04-05,제주도,유류,6400
2018-04-05,충청남도,LNG,37147
2018-04-05,충청남도,석탄,265527
2018-04-05,충청남도,유류,0
2018-04-05,충청북도,유류,252
2018-04-06,강원도,LNG,9650
2018-04-06,강원도,석탄,68635
2018-04-06,경기도,LNG,216421
2018-04-06,경기도,석탄,1340
2018-04-06,경기도,유류,0
2018-04-06,경상남도,석탄,113632
2018-04-06,경상남도,유류,221
2018-04-06,경상북도,LNG,9161
2018-04-06,경상북도,석탄,1701
2018-04-06,광주시,LNG,952
2018-04-06,대구시,LNG,9289
2018-04-06,대구시,석탄,3
2018-04-06,대구시,유류,149
2018-04-06,대전시,LNG,1102
2018-04-06,대전시,유류,0
2018-04-06,부산시,LNG,26921
2018-04-06,부산시,석탄,144
2018-04-06,서울시,LNG,600
2018-04-06,세종시,LNG,11703
2018-04-06,울산시,LNG,40375
2018-04-06,울산시,유류,0
2018-04-06,인천시,LNG,96180
2018-04-06,인천시,석탄,56572
2018-04-06,전라남도,LNG,44562
2018-04-06,전라남도,석탄,23009
2018-04-06,전라북도,LNG,7954
2018-04-06,전라북도,석탄,16060
2018-04-06,전라북도,유류,373
2018-04-06,제주도,유류,4877
2018-04-06,충청남도,LNG,24595
2018-04-06,충청남도,석탄,273544
2018-04-06,충청남도,유류,0
2018-04-06,충청북도,유류,450
2018-04-07,강원도,LNG,10205
2018-04-07,강원도,석탄,71066
2018-04-07,경기도,LNG,182021
2018-04-07,경기도,석탄,1198
2018-04-07,경기도,유류,0
2018-04-07,경상남도,석탄,113441
2018-04-07,경상남도,유류,238
2018-04-07,경상북도,LNG,8963
2018-04-07,경상북도,석탄,1708
2018-04-07,광주시,LNG,1375
2018-04-07,대구시,LNG,6721
2018-04-07,대구시,석탄,2
2018-04-07,대구시,유류,440
2018-04-07,대전시,LNG,208
2018-04-07,대전시,유류,0
2018-04-07,부산시,LNG,19249
2018-04-07,부산시,석탄,50
2018-04-07,서울시,LNG,581
2018-04-07,세종시,LNG,11466
2018-04-07,울산시,LNG,29692
2018-04-07,울산시,유류,0
2018-04-07,인천시,LNG,71867
2018-04-07,인천시,석탄,58883
2018-04-07,전라남도,LNG,41604
2018-04-07,전라남도,석탄,21803
2018-04-07,전라북도,LNG,367
2018-04-07,전라북도,석탄,15988
2018-04-07,전라북도,유류,390
2018-04-07,제주도,유류,6471
2018-04-07,충청남도,LNG,17353
2018-04-07,충청남도,석탄,250586
2018-04-07,충청남도,유류,0
2018-04-07,충청북도,유류,456
2018-04-08,강원도,LNG,8812
2018-04-08,강원도,석탄,73447
2018-04-08,경기도,LNG,120263
2018-04-08,경기도,석탄,928
2018-04-08,경기도,유류,0
2018-04-08,경상남도,석탄,114816
2018-04-08,경상남도,유류,113
2018-04-08,경상북도,LNG,5194
2018-04-08,경상북도,석탄,1708
2018-04-08,광주시,LNG,903
2018-04-08,대구시,LNG,6281
2018-04-08,대구시,석탄,3
2018-04-08,대구시,유류,391
2018-04-08,대전시,LNG,137
2018-04-08,대전시,유류,0
2018-04-08,부산시,LNG,3623
2018-04-08,부산시,석탄,0
2018-04-08,서울시,LNG,616
2018-04-08,세종시,LNG,8752
2018-04-08,울산시,LNG,22388
2018-04-08,울산시,유류,0
2018-04-08,인천시,LNG,56907
2018-04-08,인천시,석탄,73730
2018-04-08,전라남도,LNG,37264
2018-04-08,전라남도,석탄,14883
2018-04-08,전라북도,LNG,0
2018-04-08,전라북도,석탄,17671
2018-04-08,전라북도,유류,356
2018-04-08,제주도,유류,7819
2018-04-08,충청남도,LNG,16358
2018-04-08,충청남도,석탄,249343
2018-04-08,충청남도,유류,0
2018-04-08,충청북도,유류,456
2018-04-09,강원도,LNG,9336
2018-04-09,강원도,석탄,71834
2018-04-09,경기도,LNG,182704
2018-04-09,경기도,석탄,1223
2018-04-09,경기도,유류,0
2018-04-09,경상남도,석탄,125232
2018-04-09,경상남도,유류,0
2018-04-09,경상북도,LNG,8258
2018-04-09,경상북도,석탄,1709
2018-04-09,광주시,LNG,939
2018-04-09,대구시,LNG,8858
2018-04-09,대구시,석탄,18
2018-04-09,대구시,유류,262
2018-04-09,대전시,LNG,1030
2018-04-09,대전시,유류,0
2018-04-09,부산시,LNG,24480
2018-04-09,부산시,석탄,115
2018-04-09,서울시,LNG,558
2018-04-09,세종시,LNG,10873
2018-04-09,울산시,LNG,32719
2018-04-09,울산시,유류,0
2018-04-09,인천시,LNG,79297
2018-04-09,인천시,석탄,73845
2018-04-09,전라남도,LNG,42605
2018-04-09,전라남도,석탄,15118
2018-04-09,전라북도,LNG,6568
2018-04-09,전라북도,석탄,18579
2018-04-09,전라북도,유류,356
2018-04-09,제주도,유류,6404
2018-04-09,충청남도,LNG,19659
2018-04-09,충청남도,석탄,268894
2018-04-09,충청남도,유류,0
2018-04-09,충청북도,유류,456
2018-04-10,강원도,LNG,9370
2018-04-10,강원도,석탄,52638
2018-04-10,경기도,LNG,206693
2018-04-10,경기도,석탄,1306
2018-04-10,경기도,유류,0
2018-04-10,경상남도,석탄,124910
2018-04-10,경상남도,유류,0
2018-04-10,경상북도,LNG,8948
2018-04-10,경상북도,석탄,1705
2018-04-10,광주시,LNG,1304
2018-04-10,대구시,LNG,9016
2018-04-10,대구시,석탄,5
2018-04-10,대구시,유류,263
2018-04-10,대전시,LNG,155
2018-04-10,대전시,유류,0
2018-04-10,부산시,LNG,26450
2018-04-10,부산시,석탄,166
2018-04-10,서울시,LNG,483
2018-04-10,세종시,LNG,11612
2018-04-10,울산시,LNG,37594
2018-04-10,울산시,유류,0
2018-04-10,인천시,LNG,87124
2018-04-10,인천시,석탄,74387
2018-04-10,전라남도,LNG,44192
2018-04-10,전라남도,석탄,13424
2018-04-10,전라북도,LNG,7635
2018-04-10,전라북도,석탄,18900
2018-04-10,전라북도,유류,344
2018-04-10,제주도,유류,4387
2018-04-10,충청남도,LNG,22438
2018-04-10,충청남도,석탄,276407
2018-04-10,충청남도,유류,0
2018-04-10,충청북도,유류,377
2018-04-11,강원도,LNG,9233
2018-04-11,강원도,석탄,52992
2018-04-11,경기도,LNG,197343
2018-04-11,경기도,석탄,1306
2018-04-11,경기도,유류,0
2018-04-11,경상남도,석탄,125240
2018-04-11,경상남도,유류,0
2018-04-11,경상북도,LNG,8311
2018-04-11,경상북도,석탄,1711
2018-04-11,광주시,LNG,1174
2018-04-11,대구시,LNG,8662
2018-04-11,대구시,석탄,2
2018-04-11,대구시,유류,350
2018-04-11,대전시,LNG,162
2018-04-11,대전시,유류,0
2018-04-11,부산시,LNG,23835
2018-04-11,부산시,석탄,160
2018-04-11,서울시,LNG,384
2018-04-11,세종시,LNG,10772
2018-04-11,울산시,LNG,36787
2018-04-11,울산시,유류,0
2018-04-11,인천시,LNG,80048
2018-04-11,인천시,석탄,74372
2018-04-11,전라남도,LNG,42022
2018-04-11,전라남도,석탄,13532
2018-04-11,전라북도,LNG,5091
2018-04-11,전라북도,석탄,18785
2018-04-11,전라북도,유류,343
2018-04-11,제주도,유류,5332
2018-04-11,충청남도,LNG,20496
2018-04-11,충청남도,석탄,276433
2018-04-11,충청남도,유류,0
2018-04-11,충청북도,유류,341
2018-04-12,강원도,LNG,9349
2018-04-12,강원도,석탄,53007
2018-04-12,경기도,LNG,200163
2018-04-12,경기도,석탄,1318
2018-04-12,경기도,유류,0
2018-04-12,경상남도,석탄,125212
2018-04-12,경상남도,유류,0
2018-04-12,경상북도,LNG,8664
2018-04-12,경상북도,석탄,1714
2018-04-12,광주시,LNG,0
2018-04-12,대구시,LNG,8954
2018-04-12,대구시,석탄,2
2018-04-12,대구시,유류,0
2018-04-12,대전시,LNG,136
2018-04-12,대전시,유류,0
2018-04-12,부산시,LNG,26986
2018-04-12,부산시,석탄,165
2018-04-12,서울시,LNG,362
2018-04-12,세종시,LNG,11089
2018-04-12,울산시,LNG,37488
2018-04-12,울산시,유류,0
2018-04-12,인천시,LNG,81726
2018-04-12,인천시,석탄,74360
2018-04-12,전라남도,LNG,41974
2018-04-12,전라남도,석탄,13706
2018-04-12,전라북도,LNG,5797
2018-04-12,전라북도,석탄,18909
2018-04-12,전라북도,유류,350
2018-04-12,제주도,유류,5507
2018-04-12,충청남도,LNG,20809
2018-04-12,충청남도,석탄,277201
2018-04-12,충청남도,유류,0
2018-04-12,충청북도,유류,361
2018-04-13,강원도,LNG,9666
2018-04-13,강원도,석탄,53004
2018-04-13,경기도,LNG,199710
2018-04-13,경기도,석탄,1277
2018-04-13,경기도,유류,0
2018-04-13,경상남도,석탄,125113
2018-04-13,경상남도,유류,20
2018-04-13,경상북도,LNG,8999
2018-04-13,경상북도,석탄,1707
2018-04-13,광주시,LNG,923
2018-04-13,대구시,LNG,9333
2018-04-13,대구시,석탄,1
2018-04-13,대구시,유류,0
2018-04-13,대전시,LNG,911
2018-04-13,대전시,유류,0
2018-04-13,부산시,LNG,30384
2018-04-13,부산시,석탄,151
2018-04-13,서울시,LNG,321
2018-04-13,세종시,LNG,11073
2018-04-13,울산시,LNG,37573
2018-04-13,울산시,유류,0
2018-04-13,인천시,LNG,86420
2018-04-13,인천시,석탄,74383
2018-04-13,전라남도,LNG,43703
2018-04-13,전라남도,석탄,13672
2018-04-13,전라북도,LNG,5309
2018-04-13,전라북도,석탄,18574
2018-04-13,전라북도,유류,342
2018-04-13,제주도,유류,5412
2018-04-13,충청남도,LNG,20966
2018-04-13,충청남도,석탄,277238
2018-04-13,충청남도,유류,0
2018-04-13,충청북도,유류,362
2018-04-14,강원도,LNG,10480
2018-04-14,강원도,석탄,52934
2018-04-14,경기도,LNG,160534
2018-04-14,경기도,석탄,1163
2018-04-14,경기도,유류,0
2018-04-14,경상남도,석탄,120613
2018-04-14,경상남도,유류,107
2018-04-14,경상북도,LNG,9208
2018-04-14,경상북도,석탄,1718
2018-04-14,광주시,LNG,1332
2018-04-14,대구시,LNG,8486
2018-04-14,대구시,석탄,1
2018-04-14,대구시,유류,0
2018-04-14,대전시,LNG,171
2018-04-14,대전시,유류,0
2018-04-14,부산시,LNG,31066
2018-04-14,부산시,석탄,33
2018-04-14,서울시,LNG,361
2018-04-14,세종시,LNG,11771
2018-04-14,울산시,LNG,30431
2018-04-14,울산시,유류,0
2018-04-14,인천시,LNG,75493
2018-04-14,인천시,석탄,74354
2018-04-14,전라남도,LNG,44026
2018-04-14,전라남도,석탄,13584
2018-04-14,전라북도,LNG,0
2018-04-14,전라북도,석탄,17146
2018-04-14,전라북도,유류,373
2018-04-14,제주도,유류,4246
2018-04-14,충청남도,LNG,8504
2018-04-14,충청남도,석탄,272104
2018-04-14,충청남도,유류,0
2018-04-14,충청북도,유류,452
2018-04-15,강원도,LNG,8328
2018-04-15,강원도,석탄,52779
2018-04-15,경기도,LNG,95551
2018-04-15,경기도,석탄,915
2018-04-15,경기도,유류,0
2018-04-15,경상남도,석탄,122326
2018-04-15,경상남도,유류,97
2018-04-15,경상북도,LNG,7052
2018-04-15,경상북도,석탄,1726
2018-04-15,광주시,LNG,384
2018-04-15,대구시,LNG,7022
2018-04-15,대구시,석탄,2
2018-04-15,대구시,유류,0
2018-04-15,대전시,LNG,141
2018-04-15,대전시,유류,0
2018-04-15,부산시,LNG,4533
2018-04-15,부산시,석탄,0
2018-04-15,서울시,LNG,401
2018-04-15,세종시,LNG,9102
2018-04-15,울산시,LNG,22284
2018-04-15,울산시,유류,0
2018-04-15,인천시,LNG,51550
2018-04-15,인천시,석탄,73377
2018-04-15,전라남도,LNG,38873
2018-04-15,전라남도,석탄,13848
2018-04-15,전라북도,LNG,0
2018-04-15,전라북도,석탄,17372
2018-04-15,전라북도,유류,344
2018-04-15,제주도,유류,4296
2018-04-15,충청남도,LNG,9792
2018-04-15,충청남도,석탄,249412
2018-04-15,충청남도,유류,0
2018-04-15,충청북도,유류,460
2018-04-16,강원도,LNG,9628
2018-04-16,강원도,석탄,53121
2018-04-16,경기도,LNG,184233
2018-04-16,경기도,석탄,1207
2018-04-16,경기도,유류,0
2018-04-16,경상남도,석탄,113434
2018-04-16,경상남도,유류,167
2018-04-16,경상북도,LNG,8425
2018-04-16,경상북도,석탄,1716
2018-04-16,광주시,LNG,1883
2018-04-16,대구시,LNG,8505
2018-04-16,대구시,석탄,22
2018-04-16,대구시,유류,0
2018-04-16,대전시,LNG,988
2018-04-16,대전시,유류,0
2018-04-16,부산시,LNG,33144
2018-04-16,부산시,석탄,125
2018-04-16,서울시,LNG,370
2018-04-16,세종시,LNG,10730
2018-04-16,울산시,LNG,34770
2018-04-16,울산시,유류,0
2018-04-16,인천시,LNG,95441
2018-04-16,인천시,석탄,74336
2018-04-16,전라남도,LNG,44427
2018-04-16,전라남도,석탄,13382
2018-04-16,전라북도,LNG,7131
2018-04-16,전라북도,석탄,17111
2018-04-16,전라북도,유류,344
2018-04-16,제주도,유류,5552
2018-04-16,충청남도,LNG,16173
2018-04-16,충청남도,석탄,244336
2018-04-16,충청남도,유류,0
2018-04-16,충청북도,유류,457
2018-04-17,강원도,LNG,10326
2018-04-17,강원도,석탄,53205
2018-04-17,경기도,LNG,202207
2018-04-17,경기도,석탄,1349
2018-04-17,경기도,유류,0
2018-04-17,경상남도,석탄,113383
2018-04-17,경상남도,유류,178
2018-04-17,경상북도,LNG,9088
2018-04-17,경상북도,석탄,1890
2018-04-17,광주시,LNG,0
2018-04-17,대구시,LNG,9402
2018-04-17,대구시,석탄,13
2018-04-17,대구시,유류,0
2018-04-17,대전시,LNG,157
2018-04-17,대전시,유류,0
2018-04-17,부산시,LNG,39092
2018-04-17,부산시,석탄,151
2018-04-17,서울시,LNG,302
2018-04-17,세종시,LNG,11819
2018-04-17,울산시,LNG,41501
2018-04-17,울산시,유류,0
2018-04-17,인천시,LNG,104182
2018-04-17,인천시,석탄,74411
2018-04-17,전라남도,LNG,45913
2018-04-17,전라남도,석탄,13293
2018-04-17,전라북도,LNG,6393
2018-04-17,전라북도,석탄,16905
2018-04-17,전라북도,유류,358
2018-04-17,제주도,유류,6248
2018-04-17,충청남도,LNG,17342
2018-04-17,충청남도,석탄,253510
2018-04-17,충청남도,유류,0
2018-04-17,충청북도,유류,322
2018-04-18,강원도,LNG,10077
2018-04-18,강원도,석탄,49446
2018-04-18,경기도,LNG,202331
2018-04-18,경기도,석탄,1356
2018-04-18,경기도,유류,0
2018-04-18,경상남도,석탄,113400
2018-04-18,경상남도,유류,215
2018-04-18,경상북도,LNG,8653
2018-04-18,경상북도,석탄,2415
2018-04-18,광주시,LNG,911
2018-04-18,대구시,LNG,8892
2018-04-18,대구시,석탄,9
2018-04-18,대구시,유류,0
2018-04-18,대전시,LNG,104
2018-04-18,대전시,유류,0
2018-04-18,부산시,LNG,37994
2018-04-18,부산시,석탄,145
2018-04-18,서울시,LNG,296
2018-04-18,세종시,LNG,11336
2018-04-18,울산시,LNG,39096
2018-04-18,울산시,유류,0
2018-04-18,인천시,LNG,96817
2018-04-18,인천시,석탄,74391
2018-04-18,전라남도,LNG,44877
2018-04-18,전라남도,석탄,15199
2018-04-18,전라북도,LNG,6601
2018-04-18,전라북도,석탄,16720
2018-04-18,전라북도,유류,353
2018-04-18,제주도,유류,6425
